distributor_id,date,pos_code,units,amount
D002,2026-02-03,P000390,211.89,2203.64
D002,2026-03-04,P000390,431.1,4536.97
D002,2026-04-21,P000390,288.96,5373.39
D002,2026-05-21,P000390,281.07,6057.22
D002,2026-06-22,P000390,237.97,3448.27
D003,2025-12-10,P000391,95.62,961.84
D003,2026-01-06,P000391,124.25,2962.37
D003,2026-02-12,P000391,155.59,2776.08
D003,2026-04-09,P000391,147.91,3385.83
D003,2026-05-25,P000391,184.47,3201.99
D003,2025-11-03,P000392,309.29,2812.9
D003,2025-12-05,P000392,180.52,3660.49
D003,2026-01-20,P000392,248.04,4144.22
D003,2026-02-09,P000392,603.06,4865.33
D003,2026-03-27,P000392,116.87,1370.39
D003,2026-04-06,P000392,330.52,4593.68
D003,2026-05-08,P000392,214.75,4896.18
D003,2026-06-09,P000392,414.59,4185.57
D003,2025-11-15,P000393,2980.65,71669.81
D003,2025-12-05,P000393,2760.87,68076.32
D003,2026-01-04,P000393,5792.99,61344.27
D003,2026-02-18,P000393,3800.01,36127.59
D003,2026-03-18,P000393,1093.48,21420.24
D003,2026-04-21,P000393,1573.95,24882.66
D003,2026-05-22,P000393,2119.45,49566.54
D003,2026-06-17,P000393,2829.96,59106.36
D003,2025-11-10,P000394,814.0,11647.97
D003,2025-12-26,P000394,531.93,9666.01
D003,2026-01-21,P000394,1251.95,21789.1
D003,2026-03-24,P000394,893.57,15908.39
D003,2026-04-22,P000394,474.76,10985.94
D003,2026-05-03,P000394,175.71,4211.83
D003,2026-06-17,P000394,1056.21,15996.96
D003,2025-11-13,P000395,3557.33,68104.96
D003,2025-12-24,P000395,4789.42,69033.95
D003,2026-01-10,P000395,5317.36,78267.07
D003,2026-02-21,P000395,2888.13,66126.01
D003,2026-03-10,P000395,7701.5,82685.48
D003,2026-04-14,P000395,2340.2,57939.67
D003,2026-05-20,P000395,2133.93,42580.5
D003,2026-06-09,P000395,8599.84,90628.42
D003,2025-12-17,P000396,646.85,7911.21
D003,2026-01-18,P000396,494.34,7246.55
D003,2026-02-05,P000396,294.79,6224.84
D003,2026-03-11,P000396,346.63,6271.42
D003,2026-04-01,P000396,498.75,9154.2
D003,2026-06-10,P000396,308.12,6093.52
D003,2025-12-19,P000397,856.52,10674.62
D003,2026-01-19,P000397,153.32,3598.67
D003,2026-02-09,P000397,537.89,10500.11
D003,2026-03-03,P000397,648.86,9738.18
D003,2026-04-01,P000397,472.45,7211.25
D003,2026-05-26,P000397,521.9,11174.59
D003,2026-06-22,P000397,558.33,9292.72
D003,2025-11-14,P000398,298.31,5484.86
D003,2025-12-21,P000398,397.37,4585.05
D003,2026-02-17,P000398,255.63,4162.6
D003,2026-03-08,P000398,316.34,5596.64
D003,2026-05-03,P000398,207.43,4698.78
D003,2026-06-13,P000398,382.65,5925.02
D003,2025-11-19,P000399,154.83,3416.31
D003,2026-01-04,P000399,273.25,6340.87
D003,2026-03-26,P000399,425.5,4647.76
D003,2026-04-08,P000399,442.46,8764.05
D003,2026-05-15,P000399,610.25,8534.8
D003,2026-06-14,P000399,93.01,2166.98
D003,2025-11-12,P000400,355.26,8232.89
D003,2025-12-24,P000400,388.02,8080.46
D003,2026-01-13,P000400,784.77,11491.55
D003,2026-02-16,P000400,222.1,4222.49
D003,2026-03-24,P000400,258.14,6175.05
D003,2026-04-12,P000400,617.52,8772.19
D003,2026-05-10,P000400,348.02,7952.04
D003,2025-11-03,P000401,6806.67,92790.16
D003,2026-01-19,P000401,4572.79,69992.05
D003,2026-02-27,P000401,4847.98,71580.72
D003,2026-03-17,P000401,5272.17,94867.8
D003,2026-04-23,P000401,5003.83,80636.94
D003,2026-05-14,P000401,2906.1,65337.75
D003,2026-06-09,P000401,3480.32,73345.1
D003,2025-11-12,P000402,1750.43,15734.25
D003,2025-12-22,P000402,628.77,15161.14
D003,2026-01-27,P000402,681.75,14588.68
D003,2026-02-25,P000402,1198.01,22396.44
D003,2026-03-26,P000402,798.97,16604.24
D003,2026-05-05,P000402,1104.45,17917.77
D003,2026-06-14,P000402,1856.11,28169.22
D003,2025-11-19,P000403,246.41,3208.04
D003,2025-12-24,P000403,315.91,3440.22
D003,2026-01-23,P000403,219.37,5379.03
D003,2026-03-09,P000403,175.42,3810.76
D003,2026-05-19,P000403,111.1,2774.46
D003,2026-06-09,P000403,175.91,3577.19
D003,2025-11-01,P000404,3165.15,38478.16
D003,2025-12-10,P000404,2711.16,33126.23
D003,2026-01-13,P000404,2714.01,52954.28
D003,2026-02-12,P000404,1847.44,40931.22
D003,2026-05-24,P000404,2277.74,35569.53
D003,2026-06-16,P000404,855.6,18426.82
D003,2025-11-12,P000405,475.7,10441.6
D003,2025-12-27,P000405,431.57,7544.76
D003,2026-01-10,P000405,583.97,11930.0
D003,2026-02-07,P000405,382.53,7550.46
D003,2026-03-07,P000405,228.96,4503.59
D003,2026-05-03,P000405,942.78,12528.75
D003,2026-06-15,P000405,442.02,10019.96
D003,2025-11-22,P000406,5454.22,130513.84
D003,2025-12-12,P000406,4413.31,98039.86
D003,2026-02-27,P000406,9822.01,88016.18
D003,2026-03-14,P000406,5839.78,57226.95
D003,2026-04-16,P000406,5256.05,109401.31
D003,2026-05-11,P000406,1205.87,29329.47
D003,2026-06-13,P000406,4252.39,87791.16
D003,2025-11-20,P000407,1387.54,21986.05
D003,2025-12-20,P000407,1855.27,26045.48
D003,2026-01-12,P000407,2091.98,30114.69
D003,2026-02-02,P000407,3610.79,29374.64
D003,2026-03-03,P000407,2240.7,36766.63
D003,2026-04-15,P000407,1222.7,23408.48
D003,2026-05-01,P000407,2571.77,31965.93
D003,2025-11-17,P000408,327.24,7659.79
D003,2026-01-27,P000408,509.33,5998.82
D003,2026-02-07,P000408,399.63,9779.47
D003,2026-03-12,P000408,154.39,2293.49
D003,2026-04-23,P000408,1156.97,9714.74
D003,2026-05-19,P000408,381.58,4879.06
D003,2026-06-14,P000408,254.55,4809.73
D003,2025-11-26,P000409,270.03,3492.58
D003,2026-02-18,P000409,204.68,4150.12
D003,2026-03-13,P000409,88.75,1088.89
D003,2026-04-26,P000409,283.63,3121.84
D003,2026-05-18,P000409,120.27,2674.27
D003,2026-06-02,P000409,143.42,2728.09
D003,2025-11-22,P000410,237.73,2107.51
D003,2025-12-19,P000410,158.07,3263.31
D003,2026-01-23,P000410,143.42,2362.15
D003,2026-02-25,P000410,237.0,4723.12
D003,2026-03-03,P000410,99.42,2071.04
D003,2026-04-05,P000410,122.47,2723.59
D003,2026-05-08,P000410,216.91,2573.48
D003,2026-06-25,P000410,121.5,2660.18
D003,2025-11-13,P000411,374.78,6637.84
D003,2025-12-07,P000411,1275.33,13577.29
D003,2026-01-09,P000411,336.85,7230.38
D003,2026-02-07,P000411,430.56,10035.29
D003,2026-03-21,P000411,274.24,6559.19
D003,2026-04-27,P000411,508.73,11989.18
D003,2026-05-24,P000411,1064.45,10575.55
D003,2026-06-26,P000411,811.76,7169.95
D003,2025-11-07,P000412,3264.08,40981.49
D003,2025-12-04,P000412,2383.12,54622.05
D003,2026-01-18,P000412,3291.62,50255.4
D003,2026-02-02,P000412,2776.49,67234.81
D003,2026-04-12,P000412,2970.37,62894.15
D003,2026-05-11,P000412,5096.94,59705.04
D003,2026-06-22,P000412,3611.97,56266.29
D003,2025-11-10,P000413,7385.19,60303.44
D003,2025-12-02,P000413,7107.42,85477.3
D003,2026-01-03,P000413,1681.25,30140.06
D003,2026-02-12,P000413,2538.25,52188.92
D003,2026-03-02,P000413,11677.57,96428.71
D003,2026-05-25,P000413,7253.17,109051.2
D003,2026-06-14,P000413,2392.32,44002.42
D003,2025-11-06,P000414,283.25,6273.77
D003,2025-12-19,P000414,253.75,4352.32
D003,2026-01-25,P000414,170.11,4240.63
D003,2026-02-17,P000414,276.41,5444.52
D003,2026-03-05,P000414,414.79,6495.94
D003,2026-04-27,P000414,320.26,6362.06
D003,2026-05-15,P000414,562.98,5462.23
D003,2026-06-14,P000414,117.5,2704.62
D003,2025-12-12,P000415,2490.53,25701.85
D003,2026-01-14,P000415,2249.98,39455.15
D003,2026-02-26,P000415,1938.0,24668.26
D003,2026-04-22,P000415,939.36,23287.53
D003,2026-05-12,P000415,2681.18,29576.14
D003,2026-06-12,P000415,699.18,16943.25
D003,2025-11-03,P000416,396.68,6746.68
D003,2025-12-11,P000416,224.97,5101.23
D003,2026-01-10,P000416,329.12,4390.97
D003,2026-02-13,P000416,557.47,6305.23
D003,2026-03-07,P000416,331.35,2842.62
D003,2026-04-15,P000416,205.3,3140.36
D003,2026-05-23,P000416,221.3,4028.65
D003,2026-06-12,P000416,360.46,5250.89
D003,2025-11-10,P000417,731.88,18015.25
D003,2026-01-24,P000417,1071.77,19016.01
D003,2026-03-03,P000417,682.7,16650.14
D003,2026-04-26,P000417,1262.19,13508.66
D003,2026-06-05,P000417,869.35,18429.23
D003,2026-02-18,P000418,476.26,11303.98
D003,2026-03-04,P000418,449.09,5758.43
D003,2026-04-26,P000418,476.51,7789.72
D003,2026-05-15,P000418,424.36,4121.28
D003,2026-06-11,P000418,475.1,8120.79
D003,2025-11-11,P000419,160.11,2428.12
D003,2025-12-27,P000419,143.95,2956.56
D003,2026-01-06,P000419,290.21,3279.07
D003,2026-02-23,P000419,251.93,3215.43
D003,2026-03-25,P000419,168.78,3880.42
D003,2026-04-07,P000419,225.1,3249.93
D003,2026-05-19,P000419,336.1,3225.56
D003,2026-06-22,P000419,156.6,2848.52
D003,2025-11-24,P000420,1796.05,42536.16
D003,2025-12-27,P000420,1934.15,46448.56
D003,2026-01-06,P000420,2652.79,26854.13
D003,2026-02-20,P000420,4895.95,67374.08
D003,2026-03-19,P000420,5916.44,51829.38
D003,2026-04-25,P000420,2271.06,45126.97
D003,2026-05-11,P000420,964.11,18284.18
D003,2026-06-24,P000420,3184.31,58737.23
D003,2025-11-10,P000421,1350.09,27567.82
D003,2025-12-15,P000421,4002.35,37497.09
D003,2026-01-16,P000421,5692.69,71053.62
D003,2026-02-24,P000421,2952.23,41995.12
D003,2026-03-18,P000421,3341.44,41064.25
D003,2026-04-18,P000421,4066.75,41566.39
D003,2026-05-06,P000421,2217.84,30047.11
D003,2026-06-04,P000421,5469.23,46745.06
D003,2025-11-11,P000422,7245.62,63819.37
D003,2025-12-06,P000422,2634.0,51284.74
D003,2026-01-24,P000422,2793.93,54501.04
D003,2026-02-22,P000422,3332.61,44307.04
D003,2026-03-03,P000422,586.8,13509.72
D003,2026-05-06,P000422,2276.31,56873.92
D003,2026-06-07,P000422,6035.27,58858.07
D003,2025-11-23,P000423,302.47,5614.83
D003,2025-12-19,P000423,405.97,7580.21
D003,2026-04-04,P000423,333.69,5803.48
D003,2026-05-17,P000423,550.69,5237.49
D003,2026-06-16,P000423,659.87,8660.33
D003,2025-12-06,P000424,3029.32,69753.16
D003,2026-01-08,P000424,8138.52,94382.19
D003,2026-02-03,P000424,3830.26,90086.19
D003,2026-03-16,P000424,4107.31,101610.19
D003,2026-04-26,P000424,2988.01,73545.57
D003,2026-05-27,P000424,9067.86,82536.35
D003,2026-06-15,P000424,9658.23,91542.45
D003,2025-11-22,P000425,201.13,3055.98
D003,2025-12-22,P000425,540.53,4613.72
D003,2026-01-14,P000425,270.72,3558.62
D003,2026-04-14,P000425,122.01,2070.64
D003,2026-05-26,P000425,293.73,3693.99
D003,2025-11-27,P000426,4125.64,67011.55
D003,2025-12-18,P000426,4500.53,41728.58
D003,2026-01-03,P000426,3123.47,42154.13
D003,2026-02-13,P000426,1927.14,41250.84
D003,2026-03-09,P000426,2246.81,42590.29
D003,2026-04-17,P000426,1631.29,40285.72
D003,2026-06-21,P000426,4721.71,53696.46
D003,2025-11-25,P000427,669.87,13575.17
D003,2025-12-24,P000427,841.35,19430.21
D003,2026-01-12,P000427,2423.55,41284.28
D003,2026-03-20,P000427,2925.57,40431.19
D003,2026-04-09,P000427,4437.17,38897.15
D003,2026-05-10,P000427,3294.25,34421.9
D003,2026-06-09,P000427,1088.89,26886.09
D003,2025-11-21,P000428,5691.35,98903.43
D003,2025-12-22,P000428,6231.33,72349.71
D003,2026-01-02,P000428,5578.16,60038.72
D003,2026-02-04,P000428,8776.4,153408.2
D003,2026-04-09,P000428,3065.46,58507.3
D003,2026-05-03,P000428,4178.2,98957.0
D003,2026-06-08,P000428,4781.66,91190.18
D003,2025-11-24,P000429,451.25,8302.09
D003,2025-12-03,P000429,723.44,9873.53
D003,2026-01-10,P000429,354.45,6728.31
D003,2026-02-13,P000429,764.1,6313.01
D003,2026-03-26,P000429,292.61,6453.52
D003,2026-04-04,P000429,526.29,5956.62
D003,2026-05-09,P000429,235.89,5706.92
D003,2026-06-03,P000429,520.82,5296.52
D003,2025-12-14,P000430,325.95,6600.53
D003,2026-02-11,P000430,180.61,3795.73
D003,2026-05-24,P000430,511.53,5867.1
D003,2026-06-22,P000430,181.81,4028.5
D003,2025-11-14,P000431,243.11,4658.66
D003,2025-12-16,P000431,561.59,4746.3
D003,2026-01-18,P000431,301.72,5133.98
D003,2026-02-19,P000431,267.61,6312.51
D003,2026-03-17,P000431,496.3,4355.03
D003,2026-04-15,P000431,255.19,3488.99
D003,2026-06-02,P000431,112.6,2072.77
D003,2025-11-05,P000432,5312.4,128237.77
D003,2025-12-26,P000432,11878.7,138991.49
D003,2026-01-04,P000432,4756.73,60219.44
D003,2026-02-16,P000432,5407.62,75307.36
D003,2026-03-22,P000432,3507.96,74168.15
D003,2026-04-21,P000432,2273.64,49808.5
D003,2026-05-10,P000432,2406.33,55871.29
D003,2026-06-18,P000432,5745.04,81551.63
D003,2025-11-24,P000433,2482.26,57290.74
D003,2025-12-24,P000433,5066.8,73061.68
D003,2026-01-15,P000433,8536.67,97979.23
D003,2026-02-21,P000433,5586.97,62898.05
D003,2026-03-09,P000433,3176.52,50037.64
D003,2026-04-07,P000433,8427.5,79711.64
D003,2026-05-21,P000433,5321.91,43078.23
D003,2026-06-20,P000433,1226.27,21844.97
D003,2025-11-23,P000434,632.86,14624.35
D003,2025-12-04,P000434,428.79,8998.8
D003,2026-02-22,P000434,637.13,12134.74
D003,2026-03-27,P000434,390.83,8585.95
D003,2026-04-17,P000434,1055.52,13524.12
D003,2026-05-23,P000434,902.34,18450.7
D003,2026-06-14,P000434,1168.73,9481.18
D003,2025-11-06,P000435,6253.96,51319.11
D003,2025-12-03,P000435,1437.15,34525.45
D003,2026-01-14,P000435,1952.53,17099.15
D003,2026-02-16,P000435,1849.01,29881.88
D003,2026-03-11,P000435,5446.07,52667.45
D003,2026-05-12,P000435,1988.19,45415.77
D003,2026-06-01,P000435,2032.97,29985.32
D003,2025-11-17,P000436,270.74,2466.25
D003,2025-12-18,P000436,123.96,2289.38
D003,2026-01-02,P000436,301.13,4663.97
D003,2026-02-03,P000436,191.55,3478.29
D003,2026-03-21,P000436,122.83,2766.77
D003,2026-04-22,P000436,471.23,5475.0
D003,2026-05-07,P000436,81.98,1614.7
D003,2026-06-20,P000436,341.93,3616.69
D003,2025-11-04,P000437,219.01,2862.72
D003,2025-12-27,P000437,127.46,2902.74
D003,2026-01-16,P000437,100.5,2381.15
D003,2026-02-08,P000437,122.09,2566.72
D003,2026-03-01,P000437,326.19,3200.7
D003,2026-04-08,P000437,265.06,4652.38
D003,2026-06-23,P000437,447.4,6298.87
D003,2025-11-06,P000438,128.56,2939.7
D003,2025-12-02,P000438,155.14,2828.85
D003,2026-01-25,P000438,237.6,2267.12
D003,2026-02-11,P000438,134.81,2573.04
D003,2026-03-19,P000438,113.37,2145.18
D003,2026-04-07,P000438,271.97,4038.42
D003,2026-05-05,P000438,178.51,3783.33
D003,2026-06-07,P000438,94.58,1517.0
D003,2025-11-01,P000439,6415.69,62781.06
D003,2025-12-19,P000439,3717.87,58669.78
D003,2026-01-18,P000439,4586.22,52238.27
D003,2026-02-23,P000439,6012.86,50853.47
D003,2026-03-02,P000439,1906.26,40514.26
D003,2026-04-06,P000439,3168.76,60324.94
D003,2026-05-07,P000439,2540.95,39397.8
D003,2026-06-01,P000439,4804.37,73551.41
D003,2025-11-26,P000440,2276.62,30724.86
D003,2025-12-20,P000440,2389.28,32147.04
D003,2026-02-24,P000440,3667.58,37659.21
D003,2026-04-02,P000440,1773.29,37488.34
D003,2026-05-06,P000440,1084.8,26409.69
D003,2026-06-21,P000440,1525.59,34024.29
D003,2025-11-06,P000441,78.65,1385.89
D003,2025-12-25,P000441,90.98,1845.45
D003,2026-02-20,P000441,119.13,2624.41
D003,2026-03-24,P000441,47.41,1062.77
D003,2026-05-06,P000441,164.69,2288.6
D003,2025-11-21,P000442,1330.93,30038.36
D003,2025-12-17,P000442,2808.0,36883.51
D003,2026-01-22,P000442,1258.12,16751.51
D003,2026-03-05,P000442,2796.45,29648.43
D003,2026-04-09,P000442,1484.0,22858.82
D003,2026-06-20,P000442,4388.49,37462.81
D003,2025-12-10,P000443,510.04,11151.28
D003,2026-01-07,P000443,818.43,13034.36
D003,2026-02-18,P000443,836.92,13437.08
D003,2026-03-05,P000443,415.61,9302.67
D003,2026-05-01,P000443,619.26,13377.79
D003,2026-06-02,P000443,900.38,8738.3
D003,2025-12-14,P000444,196.69,3778.17
D003,2026-02-15,P000444,165.81,2784.23
D003,2026-05-16,P000444,264.77,6077.36
D003,2026-06-19,P000444,221.01,5435.43
D003,2025-11-15,P000445,153.96,3399.31
D003,2025-12-18,P000445,248.28,3900.41
D003,2026-02-01,P000445,208.98,3673.49
D003,2026-03-22,P000445,386.79,3688.06
D003,2026-04-10,P000445,204.78,4285.09
D003,2026-05-11,P000445,440.09,4618.53
D003,2026-06-21,P000445,307.39,4134.07
D003,2025-11-05,P000446,291.86,5180.78
D003,2025-12-26,P000446,317.05,7005.5
D003,2026-01-14,P000446,310.47,4544.29
D003,2026-02-21,P000446,164.84,3144.93
D003,2026-03-26,P000446,451.24,7171.96
D003,2026-04-23,P000446,274.79,6824.59
D003,2026-06-20,P000446,442.61,4033.07
D003,2025-11-25,P000447,2178.21,38488.83
D003,2025-12-16,P000447,3070.88,50210.7
D003,2026-01-16,P000447,3736.85,41023.56
D003,2026-02-14,P000447,3475.83,31266.08
D003,2026-03-22,P000447,1782.33,31359.37
D003,2026-04-17,P000447,1869.97,32778.3
D003,2026-05-26,P000447,3037.31,42952.58
D003,2026-06-10,P000447,1102.99,26852.09
D003,2025-11-09,P000448,460.2,10221.34
D003,2025-12-02,P000448,420.81,9077.38
D003,2026-01-09,P000448,574.79,6035.63
D003,2026-02-13,P000448,107.91,1794.05
D003,2026-03-06,P000448,703.33,6922.45
D003,2026-04-19,P000448,362.45,7035.64
D003,2026-05-11,P000448,324.65,7527.32
D003,2026-06-06,P000448,402.56,7069.36
D003,2025-11-07,P000449,1753.87,31931.95
D003,2026-01-19,P000449,1440.87,31598.71
D003,2026-02-06,P000449,4031.92,54730.48
D003,2026-03-23,P000449,1714.26,31001.24
D003,2026-05-21,P000449,2018.55,36388.98
D003,2026-06-18,P000449,3017.94,56186.14
D003,2025-11-22,P000450,901.97,20396.76
D003,2025-12-07,P000450,1113.11,23134.96
D003,2026-01-07,P000450,1684.74,21337.67
D003,2026-02-15,P000450,1006.43,21285.66
D003,2026-03-01,P000450,1512.21,28726.35
D003,2026-04-09,P000450,1340.21,23071.07
D003,2026-05-09,P000450,1201.9,25378.73
D003,2026-06-13,P000450,1801.64,22380.86
D003,2025-12-14,P000451,134.12,2743.56
D003,2026-01-01,P000451,35.33,763.58
D003,2026-05-03,P000451,85.38,1527.22
D003,2026-06-25,P000451,165.67,1758.11
D003,2025-11-24,P000452,945.83,19004.69
D003,2025-12-08,P000452,1136.87,12374.69
D003,2026-02-09,P000452,1443.44,15728.7
D003,2026-03-27,P000452,858.44,8473.65
D003,2026-04-01,P000452,507.17,10531.32
D003,2026-05-24,P000452,534.75,9919.21
D003,2026-06-24,P000452,573.72,13024.95
D003,2025-11-08,P000453,1844.77,44461.05
D003,2025-12-23,P000453,1884.71,45080.49
D003,2026-01-27,P000453,2003.09,29824.84
D003,2026-02-20,P000453,3126.28,52216.73
D003,2026-04-17,P000453,4840.06,54865.69
D003,2026-06-03,P000453,1901.46,41384.66
D003,2025-11-02,P000454,782.58,11565.69
D003,2025-12-23,P000454,786.06,14278.61
D003,2026-02-22,P000454,527.07,7942.57
D003,2026-03-15,P000454,1115.17,17546.21
D003,2026-04-13,P000454,602.43,11044.16
D003,2026-05-09,P000454,1383.75,18480.05
D003,2026-06-27,P000454,719.07,12810.32
D003,2025-11-08,P000455,473.6,8343.12
D003,2025-12-16,P000455,447.78,8297.03
D003,2026-02-06,P000455,193.19,4761.28
D003,2026-03-14,P000455,442.93,7438.13
D003,2026-04-26,P000455,615.14,9743.29
D003,2026-05-27,P000455,516.35,9212.53
D003,2026-06-25,P000455,724.0,10725.7
D003,2025-11-25,P000456,254.82,3295.85
D003,2025-12-23,P000456,125.79,2896.38
D003,2026-01-19,P000456,164.3,3571.46
D003,2026-02-16,P000456,179.94,4117.21
D003,2026-03-24,P000456,189.63,2571.39
D003,2026-04-20,P000456,519.71,4479.97
D003,2026-05-03,P000456,449.45,5689.57
D003,2025-11-08,P000457,5419.24,63934.65
D003,2025-12-18,P000457,12407.52,125386.95
D003,2026-01-13,P000457,6269.93,109262.28
D003,2026-02-09,P000457,4050.84,89074.97
D003,2026-04-08,P000457,6890.67,100337.68
D003,2026-05-21,P000457,3233.23,56499.8
D003,2026-06-25,P000457,4553.61,64190.35
D003,2025-12-14,P000458,134.52,2786.78
D003,2026-01-07,P000458,130.99,2893.98
D003,2026-02-13,P000458,120.76,2321.13
D003,2026-03-06,P000458,146.23,2434.84
D003,2026-04-02,P000458,111.06,2251.29
D003,2026-05-01,P000458,103.62,1997.54
D003,2025-11-03,P000459,402.81,5618.71
D003,2026-01-14,P000459,280.67,6737.68
D003,2026-02-25,P000459,214.12,5012.73
D003,2026-03-10,P000459,136.64,3238.6
D003,2026-04-04,P000459,412.03,7920.37
D003,2026-05-24,P000459,329.79,7953.4
D003,2026-06-24,P000459,284.33,4003.28
D003,2025-11-13,P000460,3328.37,29691.85
D003,2025-12-07,P000460,891.88,20492.29
D003,2026-01-02,P000460,1779.98,20989.32
D003,2026-02-06,P000460,956.61,22168.79
D003,2026-03-15,P000460,1338.72,28931.83
D003,2026-04-08,P000460,3382.25,32634.23
D003,2026-05-06,P000460,2726.24,26473.2
D003,2026-06-10,P000460,1976.94,36250.88
D003,2025-11-10,P000461,464.01,10775.65
D003,2025-12-03,P000461,592.04,11507.63
D003,2026-01-20,P000461,427.59,4557.13
D003,2026-02-01,P000461,368.39,5556.36
D003,2026-03-27,P000461,418.43,9949.3
D003,2026-04-27,P000461,862.19,11683.65
D003,2026-05-03,P000461,887.07,12747.96
D003,2026-06-04,P000461,476.44,8434.66
D003,2025-11-16,P000462,410.35,7629.07
D003,2025-12-20,P000462,320.02,6011.47
D003,2026-01-19,P000462,404.85,6744.12
D003,2026-02-04,P000462,299.6,7205.03
D003,2026-04-03,P000462,314.29,5289.06
D003,2026-05-16,P000462,337.57,8055.91
D003,2026-06-10,P000462,299.98,5158.53
D003,2025-11-25,P000463,467.63,6560.39
D003,2025-12-21,P000463,463.28,6681.73
D003,2026-01-12,P000463,270.05,5285.97
D003,2026-03-16,P000463,287.47,7003.47
D003,2026-04-12,P000463,335.35,6173.49
D003,2026-05-25,P000463,400.12,8107.2
D003,2026-06-19,P000463,411.9,3315.18
D003,2025-11-07,P000464,372.46,6199.35
D003,2025-12-02,P000464,832.83,7327.74
D003,2026-01-16,P000464,269.05,3131.66
D003,2026-02-01,P000464,235.31,5086.76
D003,2026-03-17,P000464,673.4,6957.6
D003,2026-04-20,P000464,622.99,5013.88
D003,2026-05-15,P000464,666.21,5724.32
D003,2026-06-15,P000464,479.92,9456.81
D003,2025-11-18,P000465,261.71,2214.31
D003,2025-12-24,P000465,262.28,3164.26
D003,2026-01-15,P000465,207.92,2189.89
D003,2026-02-25,P000465,359.48,3069.54
D003,2026-03-17,P000465,167.72,1920.93
D003,2026-04-06,P000465,135.69,3140.38
D003,2026-05-11,P000465,130.14,1125.2
D003,2026-06-21,P000465,225.79,4204.83
D003,2025-11-20,P000466,495.48,5092.28
D003,2026-01-02,P000466,248.98,5041.02
D003,2026-02-07,P000466,522.12,4494.91
D003,2026-03-13,P000466,302.72,2441.96
D003,2026-04-23,P000466,221.52,4727.18
D003,2026-05-06,P000466,223.83,4143.02
D003,2025-11-21,P000467,1959.07,23191.62
D003,2025-12-07,P000467,961.41,20328.31
D003,2026-01-27,P000467,820.41,15515.82
D003,2026-02-16,P000467,779.76,15433.68
D003,2026-03-27,P000467,1067.32,23443.98
D003,2026-04-07,P000467,972.82,16638.16
D003,2026-05-05,P000467,1481.81,12243.59
D003,2026-06-02,P000467,1221.64,23265.58
D003,2025-11-12,P000468,135.59,1731.89
D003,2026-01-19,P000468,68.57,1683.29
D003,2026-02-03,P000468,63.71,1362.81
D003,2026-04-10,P000468,226.57,1877.46
D003,2026-05-17,P000468,64.49,1541.37
D003,2026-06-27,P000468,127.17,2379.92
D003,2025-12-03,P000469,412.99,10161.88
D003,2026-01-27,P000469,586.21,11791.25
D003,2026-02-17,P000469,184.04,4060.87
D003,2026-03-12,P000469,301.33,6818.75
D003,2026-05-01,P000469,617.06,7386.89
D003,2026-06-05,P000469,460.48,10931.02
D003,2025-11-27,P000470,373.22,7388.81
D003,2025-12-25,P000470,445.61,6184.78
D003,2026-01-27,P000470,302.22,5267.2
D003,2026-02-16,P000470,423.39,7774.92
D003,2026-03-03,P000470,327.03,6477.66
D003,2026-04-04,P000470,351.77,7513.75
D003,2026-05-14,P000470,792.8,9918.64
D003,2026-06-22,P000470,598.48,11987.06
D003,2025-12-08,P000471,1088.78,15863.5
D003,2026-01-27,P000471,727.74,16398.31
D003,2026-02-13,P000471,2927.63,23561.95
D003,2026-03-08,P000471,1375.25,21708.93
D003,2026-04-23,P000471,1481.28,26476.67
D003,2026-05-01,P000471,868.3,15608.48
D003,2026-06-14,P000471,1405.2,11547.09
D003,2025-11-01,P000472,1955.76,41738.4
D003,2026-02-20,P000472,1880.45,36999.6
D003,2026-03-06,P000472,3058.67,24723.32
D003,2026-04-25,P000472,1561.5,23877.4
D003,2026-06-02,P000472,1121.27,24703.28
D003,2025-11-01,P000473,241.73,4497.93
D003,2025-12-13,P000473,633.87,6074.26
D003,2026-01-21,P000473,545.32,4599.58
D003,2026-02-13,P000473,295.99,3972.89
D003,2026-03-14,P000473,132.02,2437.79
D003,2026-04-22,P000473,203.79,4119.65
D003,2026-05-03,P000473,253.12,6050.81
D003,2026-06-06,P000473,219.82,4502.8
D003,2025-12-04,P000474,808.5,14743.11
D003,2026-01-02,P000474,325.22,7737.02
D003,2026-02-09,P000474,594.69,14790.46
D003,2026-04-15,P000474,571.71,12401.03
D004,2025-11-12,P000475,242.06,5999.05
D004,2025-12-24,P000475,807.83,12067.75
D004,2026-01-27,P000475,1053.24,17003.23
D004,2026-02-10,P000475,474.63,11183.03
D004,2026-04-07,P000475,404.39,9873.9
D004,2026-05-26,P000475,520.59,12935.37
D004,2026-06-18,P000475,823.88,12575.95
D004,2025-11-14,P000476,213.03,3929.27
D004,2025-12-26,P000476,387.46,3763.36
D004,2026-01-17,P000476,210.37,2904.24
D004,2026-02-19,P000476,311.48,3441.45
D004,2026-03-02,P000476,106.45,1739.87
D004,2026-04-04,P000476,76.98,1857.43
D004,2026-05-02,P000476,169.5,2992.74
D004,2026-06-05,P000476,161.94,3891.52
D004,2025-11-07,P000477,181.41,4386.84
D004,2025-12-02,P000477,189.74,2011.77
D004,2026-02-08,P000477,351.59,3334.07
D004,2026-03-17,P000477,99.98,2198.1
D004,2026-04-06,P000477,413.76,4480.58
D004,2026-05-18,P000477,98.72,2393.34
