pos_code,distributor_id,segment
P000780,D005,SMALL_SUPERMARKET
P000781,D005,TRADITIONAL
P000782,D005,PHARMACY
P000783,D005,SMALL_SUPERMARKET
P000784,D005,WHOLESALE
P000785,D005,SMALL_SUPERMARKET
P000786,D005,WHOLESALE
P000787,D005,TRADITIONAL
P000788,D005,LARGE_SUPERMARKET
P000789,D005,SMALL_SUPERMARKET
P000790,D005,SMALL_SUPERMARKET
P000791,D005,HYPERMARKET
P000792,D005,HYPERMARKET
P000793,D005,SMALL_SUPERMARKET
P000794,D005,HYPERMARKET
P000795,D005,LARGE_SUPERMARKET
P000796,D005,TRADITIONAL
P000797,D005,TRADITIONAL
P000798,D005,TRADITIONAL
P000799,D005,SMALL_SUPERMARKET
P000800,D005,CASH_AND_CARRY
P000801,D005,TRADITIONAL
P000802,D005,LARGE_SUPERMARKET
P000803,D005,LARGE_SUPERMARKET
P000804,D005,TRADITIONAL
P000805,D005,LARGE_SUPERMARKET
P000806,D005,TRADITIONAL
P000807,D005,PHARMACY
P000808,D005,HYPERMARKET
P000809,D005,HYPERMARKET
P000810,D005,PHARMACY
P000811,D005,TRADITIONAL
P000812,D005,LARGE_SUPERMARKET
P000813,D005,CASH_AND_CARRY
P000814,D005,CASH_AND_CARRY
P000815,D005,TRADITIONAL
P000816,D005,TRADITIONAL
P000817,D005,SMALL_SUPERMARKET
P000818,D005,HYPERMARKET
P000819,D005,TRADITIONAL
P000820,D005,SMALL_SUPERMARKET
P000821,D005,TRADITIONAL
P000822,D005,WHOLESALE
P000823,D005,HYPERMARKET
P000824,D005,TRADITIONAL
P000825,D005,SMALL_SUPERMARKET
P000826,D005,CASH_AND_CARRY
P000827,D005,SMALL_SUPERMARKET
P000828,D005,TRADITIONAL
P000829,D005,TRADITIONAL
P000830,D005,SMALL_SUPERMARKET
P000831,D005,TRADITIONAL
P000832,D005,TRADITIONAL
P000833,D005,TRADITIONAL
P000834,D005,TRADITIONAL
P000835,D005,PHARMACY
P000836,D005,SMALL_SUPERMARKET
P000837,D005,TRADITIONAL
P000838,D005,HYPERMARKET
P000839,D005,WHOLESALE
P000840,D005,TRADITIONAL
P000841,D005,SMALL_SUPERMARKET
P000842,D005,LARGE_SUPERMARKET
P000843,D005,CASH_AND_CARRY
P000844,D005,SMALL_SUPERMARKET
P000845,D005,TRADITIONAL
P000846,D005,LARGE_SUPERMARKET
P000847,D005,PHARMACY
P000848,D005,LARGE_SUPERMARKET
P000849,D005,LARGE_SUPERMARKET
P000850,D005,CASH_AND_CARRY
P000851,D005,PHARMACY
P000852,D005,LARGE_SUPERMARKET
P000853,D005,SMALL_SUPERMARKET
P000854,D005,TRADITIONAL
P000855,D005,CASH_AND_CARRY
P000856,D005,SMALL_SUPERMARKET
P000857,D005,TRADITIONAL
P000858,D006,TRADITIONAL
P000859,D006,TRADITIONAL
P000860,D006,WHOLESALE
P000861,D006,TRADITIONAL
P000862,D006,LARGE_SUPERMARKET
P000863,D006,PHARMACY
P000864,D006,CASH_AND_CARRY
P000865,D006,WHOLESALE
P000866,D006,LARGE_SUPERMARKET
P000867,D006,LARGE_SUPERMARKET
P000868,D006,TRADITIONAL
P000869,D006,HYPERMARKET
P000870,D006,PHARMACY
P000871,D006,SMALL_SUPERMARKET
P000872,D006,TRADITIONAL
P000873,D006,CASH_AND_CARRY
P000874,D006,SMALL_SUPERMARKET
P000875,D006,SMALL_SUPERMARKET
P000876,D006,TRADITIONAL
P000877,D006,TRADITIONAL
P000878,D006,SMALL_SUPERMARKET
P000879,D006,TRADITIONAL
P000880,D006,PHARMACY
P000881,D006,SMALL_SUPERMARKET
P000882,D006,LARGE_SUPERMARKET
P000883,D006,SMALL_SUPERMARKET
P000884,D006,SMALL_SUPERMARKET
P000885,D006,LARGE_SUPERMARKET
P000886,D006,LARGE_SUPERMARKET
P000887,D006,TRADITIONAL
P000888,D006,SMALL_SUPERMARKET
P000889,D006,PHARMACY
P000890,D006,SMALL_SUPERMARKET
P000891,D006,LARGE_SUPERMARKET
P000892,D006,TRADITIONAL
P000893,D006,CASH_AND_CARRY
P000894,D006,SMALL_SUPERMARKET
P000895,D006,LARGE_SUPERMARKET
P000896,D006,LARGE_SUPERMARKET
P000897,D006,TRADITIONAL
P000898,D006,SMALL_SUPERMARKET
P000899,D006,SMALL_SUPERMARKET
P000900,D006,HYPERMARKET
P000901,D006,TRADITIONAL
P000902,D006,PHARMACY
P000903,D006,TRADITIONAL
P000904,D006,TRADITIONAL
P000905,D006,LARGE_SUPERMARKET
P000906,D006,SMALL_SUPERMARKET
P000907,D006,SMALL_SUPERMARKET
P000908,D006,TRADITIONAL
P000909,D006,CASH_AND_CARRY
P000910,D006,PHARMACY
P000911,D006,PHARMACY
P000912,D006,PHARMACY
P000913,D006,PHARMACY
P000914,D006,HYPERMARKET
P000915,D006,LARGE_SUPERMARKET
P000916,D006,SMALL_SUPERMARKET
P000917,D006,TRADITIONAL
P000918,D006,LARGE_SUPERMARKET
P000919,D006,WHOLESALE
P000920,D006,TRADITIONAL
P000921,D006,TRADITIONAL
P000922,D006,LARGE_SUPERMARKET
P000923,D006,SMALL_SUPERMARKET
P000924,D006,LARGE_SUPERMARKET
P000925,D006,CASH_AND_CARRY
P000926,D006,TRADITIONAL
P000927,D006,TRADITIONAL
P000928,D006,SMALL_SUPERMARKET
P000929,D006,SMALL_SUPERMARKET
P000930,D006,SMALL_SUPERMARKET
P000931,D006,TRADITIONAL
P000932,D006,TRADITIONAL
P000933,D006,LARGE_SUPERMARKET
P000934,D006,PHARMACY
P000935,D006,LARGE_SUPERMARKET
P000936,D006,CASH_AND_CARRY
P000937,D006,LARGE_SUPERMARKET
P000938,D006,SMALL_SUPERMARKET
P000939,D006,WHOLESALE
P000940,D006,LARGE_SUPERMARKET
P000941,D006,SMALL_SUPERMARKET
P000942,D006,SMALL_SUPERMARKET
P000943,D006,SMALL_SUPERMARKET
P000944,D006,TRADITIONAL
P000945,D006,CASH_AND_CARRY
P000946,D006,CASH_AND_CARRY
P000947,D006,SMALL_SUPERMARKET
P000948,D006,TRADITIONAL
P000949,D006,SMALL_SUPERMARKET
P000950,D006,SMALL_SUPERMARKET
P000951,D006,LARGE_SUPERMARKET
P000952,D006,PHARMACY
P000953,D006,CASH_AND_CARRY
P000954,D006,TRADITIONAL
P000955,D006,TRADITIONAL
P000956,D006,TRADITIONAL
P000957,D006,TRADITIONAL
P000958,D006,TRADITIONAL
P000959,D006,SMALL_SUPERMARKET
P000960,D006,LARGE_SUPERMARKET
P000961,D006,LARGE_SUPERMARKET
P000962,D006,PHARMACY
P000963,D006,TRADITIONAL
P000964,D006,PHARMACY
P000965,D006,LARGE_SUPERMARKET
P000966,D006,TRADITIONAL
P000967,D006,LARGE_SUPERMARKET
P000968,D006,SMALL_SUPERMARKET
P000969,D006,HYPERMARKET
P000970,D006,LARGE_SUPERMARKET
P000971,D006,PHARMACY
P000972,D006,SMALL_SUPERMARKET
P000973,D006,TRADITIONAL
P000974,D006,SMALL_SUPERMARKET
P000975,D006,SMALL_SUPERMARKET
P000976,D006,TRADITIONAL
P000977,D006,LARGE_SUPERMARKET
P000978,D006,PHARMACY
P000979,D006,WHOLESALE
P000980,D006,TRADITIONAL
P000981,D006,SMALL_SUPERMARKET
P000982,D006,LARGE_SUPERMARKET
P000983,D006,PHARMACY
P000984,D006,SMALL_SUPERMARKET
P000985,D006,HYPERMARKET
P000986,D006,SMALL_SUPERMARKET
P000987,D006,WHOLESALE
P000988,D006,TRADITIONAL
P000989,D006,TRADITIONAL
P000990,D006,WHOLESALE
P000991,D006,LARGE_SUPERMARKET
P000992,D006,PHARMACY
P000993,D006,SMALL_SUPERMARKET
P000994,D006,TRADITIONAL
P000995,D006,HYPERMARKET
P000996,D006,PHARMACY
P000997,D006,SMALL_SUPERMARKET
P000998,D006,HYPERMARKET
P000999,D006,SMALL_SUPERMARKET
P001000,D006,LARGE_SUPERMARKET
P001001,D006,LARGE_SUPERMARKET
P001002,D006,TRADITIONAL
P001003,D006,SMALL_SUPERMARKET
P001004,D006,PHARMACY
P001005,D006,SMALL_SUPERMARKET
P001006,D006,TRADITIONAL
P001007,D006,SMALL_SUPERMARKET
P001008,D006,TRADITIONAL
P001009,D006,TRADITIONAL
P001010,D006,SMALL_SUPERMARKET
P001011,D006,PHARMACY
P001012,D006,SMALL_SUPERMARKET
P001013,D006,LARGE_SUPERMARKET
P001014,D006,TRADITIONAL
P001015,D006,WHOLESALE
P001016,D006,HYPERMARKET
P001017,D006,SMALL_SUPERMARKET
P001018,D006,CASH_AND_CARRY
P001019,D006,TRADITIONAL
P001020,D006,PHARMACY
P001021,D006,TRADITIONAL
P001022,D006,TRADITIONAL
P001023,D006,SMALL_SUPERMARKET
P001024,D006,PHARMACY
P001025,D006,SMALL_SUPERMARKET
P001026,D006,TRADITIONAL
P001027,D006,SMALL_SUPERMARKET
P001028,D006,TRADITIONAL
P001029,D006,TRADITIONAL
P001030,D006,TRADITIONAL
P001031,D006,PHARMACY
P001032,D006,SMALL_SUPERMARKET
P001033,D006,TRADITIONAL
P001034,D006,SMALL_SUPERMARKET
P001035,D006,SMALL_SUPERMARKET
P001036,D006,SMALL_SUPERMARKET
P001037,D006,LARGE_SUPERMARKET
P001038,D006,LARGE_SUPERMARKET
P001039,D006,TRADITIONAL
P001040,D006,TRADITIONAL
P001041,D006,TRADITIONAL
P001042,D006,HYPERMARKET
P001043,D006,SMALL_SUPERMARKET
P001044,D006,LARGE_SUPERMARKET
P001045,D006,TRADITIONAL
P001046,D006,CASH_AND_CARRY
P001047,D006,SMALL_SUPERMARKET
P001048,D006,TRADITIONAL
P001049,D006,LARGE_SUPERMARKET
P001050,D006,SMALL_SUPERMARKET
P001051,D006,LARGE_SUPERMARKET
P001052,D006,SMALL_SUPERMARKET
P001053,D006,TRADITIONAL
P001054,D006,PHARMACY
P001055,D006,LARGE_SUPERMARKET
P001056,D006,TRADITIONAL
P001057,D006,TRADITIONAL
P001058,D006,PHARMACY
P001059,D006,TRADITIONAL
P001060,D006,SMALL_SUPERMARKET
P001061,D006,TRADITIONAL
P001062,D006,SMALL_SUPERMARKET
P001063,D006,PHARMACY
P001064,D006,SMALL_SUPERMARKET
P001065,D006,TRADITIONAL
P001066,D006,HYPERMARKET
P001067,D006,SMALL_SUPERMARKET
P001068,D006,CASH_AND_CARRY
P001069,D006,TRADITIONAL
P001070,D006,SMALL_SUPERMARKET
P001071,D006,PHARMACY
P001072,D006,CASH_AND_CARRY
P001073,D006,SMALL_SUPERMARKET
P001074,D006,TRADITIONAL
P001075,D007,TRADITIONAL
P001076,D007,SMALL_SUPERMARKET
P001077,D007,SMALL_SUPERMARKET
P001078,D007,PHARMACY
P001079,D007,PHARMACY
P001080,D007,WHOLESALE
P001081,D007,PHARMACY
P001082,D007,TRADITIONAL
P001083,D007,TRADITIONAL
P001084,D007,TRADITIONAL
P001085,D007,TRADITIONAL
P001086,D007,SMALL_SUPERMARKET
P001087,D007,SMALL_SUPERMARKET
P001088,D007,TRADITIONAL
P001089,D007,SMALL_SUPERMARKET
P001090,D007,SMALL_SUPERMARKET
P001091,D007,TRADITIONAL
P001092,D007,SMALL_SUPERMARKET
P001093,D007,LARGE_SUPERMARKET
P001094,D007,WHOLESALE
P001095,D007,CASH_AND_CARRY
P001096,D007,LARGE_SUPERMARKET
P001097,D007,HYPERMARKET
P001098,D007,SMALL_SUPERMARKET
P001099,D007,WHOLESALE
P001100,D007,WHOLESALE
P001101,D007,LARGE_SUPERMARKET
P001102,D007,TRADITIONAL
P001103,D007,LARGE_SUPERMARKET
P001104,D007,SMALL_SUPERMARKET
P001105,D007,PHARMACY
P001106,D007,LARGE_SUPERMARKET
P001107,D007,LARGE_SUPERMARKET
P001108,D007,SMALL_SUPERMARKET
P001109,D007,TRADITIONAL
P001110,D007,PHARMACY
P001111,D007,PHARMACY
P001112,D007,HYPERMARKET
P001113,D007,LARGE_SUPERMARKET
P001114,D007,WHOLESALE
P001115,D007,SMALL_SUPERMARKET
P001116,D007,CASH_AND_CARRY
P001117,D007,TRADITIONAL
P001118,D007,LARGE_SUPERMARKET
P001119,D007,WHOLESALE
P001120,D007,LARGE_SUPERMARKET
P001121,D007,SMALL_SUPERMARKET
P001122,D007,TRADITIONAL
P001123,D007,TRADITIONAL
P001124,D007,TRADITIONAL
P001125,D007,TRADITIONAL
P001126,D007,PHARMACY
P001127,D007,PHARMACY
P001128,D007,TRADITIONAL
P001129,D007,LARGE_SUPERMARKET
P001130,D007,TRADITIONAL
P001131,D007,PHARMACY
P001132,D007,SMALL_SUPERMARKET
P001133,D007,SMALL_SUPERMARKET
P001134,D007,SMALL_SUPERMARKET
P001135,D007,HYPERMARKET
P001136,D007,TRADITIONAL
P001137,D007,SMALL_SUPERMARKET
P001138,D007,WHOLESALE
P001139,D007,WHOLESALE
P001140,D007,WHOLESALE
P001141,D007,SMALL_SUPERMARKET
P001142,D007,SMALL_SUPERMARKET
P001143,D007,TRADITIONAL
P001144,D007,WHOLESALE
P001145,D007,TRADITIONAL
P001146,D007,CASH_AND_CARRY
P001147,D007,LARGE_SUPERMARKET
P001148,D007,CASH_AND_CARRY
P001149,D007,LARGE_SUPERMARKET
P001150,D007,LARGE_SUPERMARKET
P001151,D007,TRADITIONAL
P001152,D007,HYPERMARKET
P001153,D007,HYPERMARKET
P001154,D007,HYPERMARKET
P001155,D007,SMALL_SUPERMARKET
P001156,D007,TRADITIONAL
P001157,D007,HYPERMARKET
P001158,D007,TRADITIONAL
P001159,D007,WHOLESALE
P001160,D007,LARGE_SUPERMARKET
P001161,D007,LARGE_SUPERMARKET
P001162,D007,CASH_AND_CARRY
P001163,D007,WHOLESALE
P001164,D007,TRADITIONAL
P001165,D007,WHOLESALE
P001166,D007,LARGE_SUPERMARKET
P001167,D007,SMALL_SUPERMARKET
P001168,D007,TRADITIONAL
P001169,D007,SMALL_SUPERMARKET
P001170,D007,TRADITIONAL
P001171,D007,TRADITIONAL
P001172,D007,TRADITIONAL
P001173,D007,SMALL_SUPERMARKET
P001174,D007,SMALL_SUPERMARKET
P001175,D007,LARGE_SUPERMARKET
P001176,D007,LARGE_SUPERMARKET
P001177,D007,TRADITIONAL
P001178,D007,LARGE_SUPERMARKET
P001179,D007,LARGE_SUPERMARKET
P001180,D007,LARGE_SUPERMARKET
P001181,D007,LARGE_SUPERMARKET
P001182,D007,WHOLESALE
P001183,D007,SMALL_SUPERMARKET
P001184,D007,PHARMACY
P001185,D007,LARGE_SUPERMARKET
P001186,D007,TRADITIONAL
P001187,D007,SMALL_SUPERMARKET
P001188,D007,SMALL_SUPERMARKET
P001189,D007,CASH_AND_CARRY
P001190,D007,PHARMACY
P001191,D007,CASH_AND_CARRY
P001192,D007,LARGE_SUPERMARKET
P001193,D007,LARGE_SUPERMARKET
P001194,D007,TRADITIONAL
P001195,D007,SMALL_SUPERMARKET
P001196,D007,TRADITIONAL
P001197,D007,TRADITIONAL
P001198,D007,TRADITIONAL
P001199,D007,WHOLESALE
P001200,D007,TRADITIONAL
P001201,D007,HYPERMARKET
P001202,D007,HYPERMARKET
P001203,D007,TRADITIONAL
P001204,D007,TRADITIONAL
P001205,D007,SMALL_SUPERMARKET
P001206,D007,SMALL_SUPERMARKET
P001207,D007,TRADITIONAL
P001208,D007,WHOLESALE
P001209,D007,TRADITIONAL
P001210,D007,SMALL_SUPERMARKET
P001211,D007,SMALL_SUPERMARKET
P001212,D007,TRADITIONAL
P001213,D007,SMALL_SUPERMARKET
P001214,D007,TRADITIONAL
P001215,D007,TRADITIONAL
P001216,D007,HYPERMARKET
P001217,D007,HYPERMARKET
P001218,D007,LARGE_SUPERMARKET
P001219,D007,CASH_AND_CARRY
P001220,D007,TRADITIONAL
P001221,D007,LARGE_SUPERMARKET
P001222,D007,CASH_AND_CARRY
P001223,D007,SMALL_SUPERMARKET
P001224,D007,SMALL_SUPERMARKET
P001225,D007,PHARMACY
P001226,D007,HYPERMARKET
P001227,D007,LARGE_SUPERMARKET
P001228,D007,TRADITIONAL
P001229,D007,LARGE_SUPERMARKET
P001230,D007,TRADITIONAL
P001231,D007,LARGE_SUPERMARKET
P001232,D007,LARGE_SUPERMARKET
P001233,D007,LARGE_SUPERMARKET
P001234,D007,SMALL_SUPERMARKET
P001235,D007,LARGE_SUPERMARKET
P001236,D007,LARGE_SUPERMARKET
P001237,D007,CASH_AND_CARRY
P001238,D007,SMALL_SUPERMARKET
P001239,D007,SMALL_SUPERMARKET
P001240,D007,HYPERMARKET
P001241,D007,SMALL_SUPERMARKET
P001242,D007,SMALL_SUPERMARKET
P001243,D007,TRADITIONAL
P001244,D007,LARGE_SUPERMARKET
P001245,D007,CASH_AND_CARRY
P001246,D007,PHARMACY
P001247,D007,LARGE_SUPERMARKET
P001248,D007,LARGE_SUPERMARKET
P001249,D007,LARGE_SUPERMARKET
P001250,D007,TRADITIONAL
P001251,D007,LARGE_SUPERMARKET
P001252,D007,CASH_AND_CARRY
P001253,D007,TRADITIONAL
P001254,D007,WHOLESALE
P001255,D007,TRADITIONAL
P001256,D007,PHARMACY
P001257,D007,HYPERMARKET
P001258,D007,SMALL_SUPERMARKET
P001259,D007,SMALL_SUPERMARKET
P001260,D007,PHARMACY
P001261,D007,TRADITIONAL
P001262,D007,WHOLESALE
P001263,D007,LARGE_SUPERMARKET
P001264,D007,PHARMACY
P001265,D007,TRADITIONAL
P001266,D007,TRADITIONAL
P001267,D007,PHARMACY
P001268,D007,SMALL_SUPERMARKET
P001269,D007,SMALL_SUPERMARKET
P001270,D007,TRADITIONAL
P001271,D007,LARGE_SUPERMARKET
P001272,D007,SMALL_SUPERMARKET
P001273,D007,LARGE_SUPERMARKET
P001274,D007,LARGE_SUPERMARKET
P001275,D007,CASH_AND_CARRY
P001276,D007,TRADITIONAL
P001277,D007,SMALL_SUPERMARKET
P001278,D007,SMALL_SUPERMARKET
P001279,D007,SMALL_SUPERMARKET
P001280,D007,TRADITIONAL
P001281,D007,PHARMACY
P001282,D007,PHARMACY
P001283,D007,SMALL_SUPERMARKET
P001284,D007,SMALL_SUPERMARKET
P001285,D007,SMALL_SUPERMARKET
P001286,D007,TRADITIONAL
P001287,D007,SMALL_SUPERMARKET
P001288,D007,TRADITIONAL
P001289,D007,TRADITIONAL
P001290,D007,SMALL_SUPERMARKET
P001291,D007,SMALL_SUPERMARKET
P001292,D007,SMALL_SUPERMARKET
P001293,D007,LARGE_SUPERMARKET
P001294,D007,LARGE_SUPERMARKET
P001295,D007,TRADITIONAL
P001296,D007,SMALL_SUPERMARKET
P001297,D007,LARGE_SUPERMARKET
P001298,D007,TRADITIONAL
P001299,D007,TRADITIONAL
P001300,D007,SMALL_SUPERMARKET
P001301,D007,WHOLESALE
P001302,D007,PHARMACY
P001303,D007,TRADITIONAL
P001304,D007,TRADITIONAL
P001305,D007,HYPERMARKET
P001306,D007,PHARMACY
P001307,D007,SMALL_SUPERMARKET
P001308,D007,PHARMACY
P001309,D007,TRADITIONAL
P001310,D007,HYPERMARKET
P001311,D007,HYPERMARKET
P001312,D007,TRADITIONAL
P001313,D007,TRADITIONAL
P001314,D007,HYPERMARKET
P001315,D007,TRADITIONAL
P001316,D007,CASH_AND_CARRY
P001317,D007,TRADITIONAL
P001318,D007,SMALL_SUPERMARKET
P001319,D007,HYPERMARKET
P001320,D007,WHOLESALE
P001321,D007,SMALL_SUPERMARKET
P001322,D007,CASH_AND_CARRY
P001323,D007,SMALL_SUPERMARKET
P001324,D007,TRADITIONAL
P001325,D007,SMALL_SUPERMARKET
P001326,D007,LARGE_SUPERMARKET
P001327,D007,TRADITIONAL
P001328,D007,TRADITIONAL
P001329,D007,TRADITIONAL
P001330,D007,PHARMACY
P001331,D007,PHARMACY
P001332,D007,CASH_AND_CARRY
P001333,D007,LARGE_SUPERMARKET
P001334,D007,TRADITIONAL
P001335,D007,CASH_AND_CARRY
P001336,D007,SMALL_SUPERMARKET
P001337,D007,LARGE_SUPERMARKET
P001338,D007,WHOLESALE
P001339,D007,TRADITIONAL
P001340,D007,TRADITIONAL
P001341,D007,PHARMACY
P001342,D007,TRADITIONAL
P001343,D007,SMALL_SUPERMARKET
P001344,D007,SMALL_SUPERMARKET
P001345,D007,SMALL_SUPERMARKET
P001346,D007,LARGE_SUPERMARKET
P001347,D007,WHOLESALE
P001348,D007,WHOLESALE
P001349,D007,SMALL_SUPERMARKET
P001350,D007,SMALL_SUPERMARKET
P001351,D007,CASH_AND_CARRY
P001352,D007,HYPERMARKET
P001353,D007,TRADITIONAL
P001354,D007,SMALL_SUPERMARKET
P001355,D007,TRADITIONAL
P001356,D007,LARGE_SUPERMARKET
P001357,D007,TRADITIONAL
P001358,D007,SMALL_SUPERMARKET
P001359,D007,TRADITIONAL
P001360,D007,HYPERMARKET
P001361,D007,SMALL_SUPERMARKET
P001362,D007,TRADITIONAL
P001363,D007,LARGE_SUPERMARKET
P001364,D007,LARGE_SUPERMARKET
P001365,D007,LARGE_SUPERMARKET
P001366,D007,SMALL_SUPERMARKET
P001367,D007,LARGE_SUPERMARKET
P001368,D008,PHARMACY
P001369,D008,SMALL_SUPERMARKET
P001370,D008,WHOLESALE
P001371,D008,PHARMACY
P001372,D008,LARGE_SUPERMARKET
P001373,D008,TRADITIONAL
P001374,D008,CASH_AND_CARRY
P001375,D008,TRADITIONAL
P001376,D008,SMALL_SUPERMARKET
P001377,D008,SMALL_SUPERMARKET
P001378,D008,HYPERMARKET
P001379,D008,TRADITIONAL
P001380,D008,PHARMACY
P001381,D008,PHARMACY
P001382,D008,HYPERMARKET
P001383,D008,TRADITIONAL
P001384,D008,SMALL_SUPERMARKET
P001385,D008,PHARMACY
P001386,D008,HYPERMARKET
P001387,D008,PHARMACY
P001388,D008,WHOLESALE
P001389,D008,LARGE_SUPERMARKET
P001390,D008,HYPERMARKET
P001391,D008,WHOLESALE
P001392,D008,LARGE_SUPERMARKET
P001393,D008,TRADITIONAL
P001394,D008,PHARMACY
P001395,D008,TRADITIONAL
P001396,D008,SMALL_SUPERMARKET
P001397,D008,SMALL_SUPERMARKET
P001398,D008,HYPERMARKET
P001399,D008,PHARMACY
P001400,D008,SMALL_SUPERMARKET
P001401,D008,LARGE_SUPERMARKET
P001402,D008,SMALL_SUPERMARKET
P001403,D008,PHARMACY
P001404,D008,LARGE_SUPERMARKET
P001405,D008,CASH_AND_CARRY
P001406,D008,TRADITIONAL
P001407,D008,WHOLESALE
P001408,D008,PHARMACY
P001409,D008,WHOLESALE
P001410,D008,PHARMACY
P001411,D008,LARGE_SUPERMARKET
P001412,D008,WHOLESALE
P001413,D008,TRADITIONAL
P001414,D008,TRADITIONAL
P001415,D008,CASH_AND_CARRY
P001416,D008,PHARMACY
P001417,D008,TRADITIONAL
P001418,D008,TRADITIONAL
P001419,D008,SMALL_SUPERMARKET
P001420,D008,SMALL_SUPERMARKET
P001421,D008,SMALL_SUPERMARKET
P001422,D008,SMALL_SUPERMARKET
P001423,D008,LARGE_SUPERMARKET
P001424,D008,HYPERMARKET
P001425,D008,TRADITIONAL
P001426,D008,SMALL_SUPERMARKET
P001427,D008,PHARMACY
P001428,D008,TRADITIONAL
P001429,D008,HYPERMARKET
P001430,D008,LARGE_SUPERMARKET
P001431,D008,LARGE_SUPERMARKET
P001432,D008,PHARMACY
P001433,D008,LARGE_SUPERMARKET
P001434,D008,TRADITIONAL
P001435,D008,PHARMACY
P001436,D008,PHARMACY
P001437,D008,SMALL_SUPERMARKET
P001438,D008,HYPERMARKET
P001439,D008,LARGE_SUPERMARKET
P001440,D008,HYPERMARKET
P001441,D008,LARGE_SUPERMARKET
P001442,D008,TRADITIONAL
P001443,D008,PHARMACY
P001444,D008,TRADITIONAL
P001445,D008,TRADITIONAL
P001446,D008,LARGE_SUPERMARKET
P001447,D008,WHOLESALE
P001448,D008,TRADITIONAL
P001449,D008,CASH_AND_CARRY
P001450,D008,PHARMACY
P001451,D008,SMALL_SUPERMARKET
P001452,D008,LARGE_SUPERMARKET
P001453,D008,LARGE_SUPERMARKET
P001454,D008,SMALL_SUPERMARKET
P001455,D008,PHARMACY
P001456,D008,SMALL_SUPERMARKET
P001457,D008,TRADITIONAL
P001458,D008,TRADITIONAL
P001459,D008,LARGE_SUPERMARKET
P001460,D008,SMALL_SUPERMARKET
P001461,D008,TRADITIONAL
P001462,D008,TRADITIONAL
P001463,D008,SMALL_SUPERMARKET
P001464,D008,LARGE_SUPERMARKET
P001465,D008,TRADITIONAL
P001466,D008,LARGE_SUPERMARKET
P001467,D008,PHARMACY
P001468,D008,LARGE_SUPERMARKET
P001469,D008,LARGE_SUPERMARKET
P001470,D008,TRADITIONAL
P001471,D008,TRADITIONAL
P001472,D008,TRADITIONAL
P001473,D008,SMALL_SUPERMARKET
P001474,D008,PHARMACY
P001475,D008,TRADITIONAL
P001476,D008,SMALL_SUPERMARKET
P001477,D008,SMALL_SUPERMARKET
P001478,D008,HYPERMARKET
P001479,D008,TRADITIONAL
P001480,D008,LARGE_SUPERMARKET
P001481,D008,TRADITIONAL
P001482,D008,HYPERMARKET
P001483,D008,PHARMACY
P001484,D008,SMALL_SUPERMARKET
P001485,D008,CASH_AND_CARRY
P001486,D008,SMALL_SUPERMARKET
P001487,D008,HYPERMARKET
P001488,D008,WHOLESALE
P001489,D008,TRADITIONAL
P001490,D008,WHOLESALE
P001491,D008,SMALL_SUPERMARKET
P001492,D008,TRADITIONAL
P001493,D008,CASH_AND_CARRY
P001494,D008,TRADITIONAL
P001495,D008,SMALL_SUPERMARKET
P001496,D008,TRADITIONAL
P001497,D008,TRADITIONAL
P001498,D008,PHARMACY
P001499,D008,SMALL_SUPERMARKET
P001500,D008,SMALL_SUPERMARKET
P001501,D008,WHOLESALE
P001502,D008,TRADITIONAL
P001503,D008,TRADITIONAL
P001504,D008,SMALL_SUPERMARKET
P001505,D008,LARGE_SUPERMARKET
P001506,D008,TRADITIONAL
P001507,D008,LARGE_SUPERMARKET
P001508,D008,LARGE_SUPERMARKET
P001509,D008,TRADITIONAL
P001510,D008,TRADITIONAL
P001511,D008,CASH_AND_CARRY
P001512,D008,SMALL_SUPERMARKET
P001513,D008,LARGE_SUPERMARKET
P001514,D008,PHARMACY
P001515,D008,LARGE_SUPERMARKET
P001516,D008,LARGE_SUPERMARKET
P001517,D008,SMALL_SUPERMARKET
P001518,D008,TRADITIONAL
P001519,D008,CASH_AND_CARRY
P001520,D008,TRADITIONAL
P001521,D008,TRADITIONAL
P001522,D008,LARGE_SUPERMARKET
P001523,D008,SMALL_SUPERMARKET
P001524,D008,SMALL_SUPERMARKET
P001525,D008,LARGE_SUPERMARKET
P001526,D008,SMALL_SUPERMARKET
P001527,D008,SMALL_SUPERMARKET
P001528,D008,LARGE_SUPERMARKET
P001529,D008,TRADITIONAL
P001530,D008,TRADITIONAL
P001531,D008,HYPERMARKET
P001532,D008,TRADITIONAL
P001533,D008,WHOLESALE
P001534,D008,TRADITIONAL
P001535,D008,WHOLESALE
P001536,D008,SMALL_SUPERMARKET
P001537,D008,WHOLESALE
P001538,D008,SMALL_SUPERMARKET
P001539,D008,SMALL_SUPERMARKET
P001540,D008,LARGE_SUPERMARKET
P001541,D008,SMALL_SUPERMARKET
P001542,D008,SMALL_SUPERMARKET
P001543,D008,SMALL_SUPERMARKET
P001544,D008,TRADITIONAL
P001545,D008,SMALL_SUPERMARKET
P001546,D008,SMALL_SUPERMARKET
P001547,D008,LARGE_SUPERMARKET
P001548,D008,SMALL_SUPERMARKET
P001549,D008,SMALL_SUPERMARKET
P001550,D008,SMALL_SUPERMARKET
P001551,D008,SMALL_SUPERMARKET
P001552,D008,TRADITIONAL
P001553,D008,PHARMACY
P001554,D008,TRADITIONAL
P001555,D008,TRADITIONAL
